artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Secret Agent 23 Skidoo;Juan Holladay,The Figments of Polyglot: Mixtape 7,New Wind,8,178858,0,0.808,0.587,8,-10.522,0,0.261,0.207,0.000155,0.0964,0.791,92.046,4,kids
Dora The Explorer,Dora The Explorer Party Favorites,Old Macdonald Had A Farm,22,223786,0,0.895,0.914,0,-3.783,1,0.0515,0.133,0.00283,0.32,0.962,96.992,4,kids
Dora The Explorer,Dora The Explorer World Adventure,De Colores,22,209306,0,0.698,0.809,0,-4.447,1,0.0775,0.0116,3.08e-05,0.264,0.872,138.011,4,kids
Dora The Explorer,Dora The Explorer,Hurry! Hurry!,12,75666,0,0.647,0.539,9,-4.979,1,0.0321,0.082,7.01e-05,0.31,0.711,110.187,4,kids
Dora The Explorer,Dora The Explorer,Fairytale Land,14,63840,0,0.62,0.871,0,-3.595,1,0.0498,0.616,0.000255,0.18,0.94,119.663,4,kids
The Jamborees,Bedtime Stories,Six Socks,8,68173,0,0.692,0.317,3,-14.946,0,0.957,0.608,0,0.25,0.321,76.97,4,kids
Dora The Explorer,Dora The Explorer,Bate Bate Chocolate,14,72666,0,0.816,0.429,7,-6.386,1,0.206,0.128,0,0.0479,0.971,80.285,4,kids
Dora The Explorer,Dora The Explorer,The Itsy Bitsy Spider,12,48786,0,0.766,0.226,9,-5.875,1,0.055,0.785,0,0.165,0.877,93.05,4,kids
Dora The Explorer,Dora The Explorer,Tenemos Amigos,14,57946,0,0.667,0.723,6,-4.998,0,0.135,0.187,6.64e-06,0.556,0.962,189.918,4,kids
?,Mama,Mama,9,177226,0,0.919,0.759,1,-3.498,1,0.0563,0.174,1.96e-05,0.122,0.763,137.961,4,kids
Koo Koo Kanga Roo,"Cafetorium Songs, Vol. 1",I Get Loose,41,96029,0,0.884,0.705,10,-6.04,0,0.125,0.00821,0,0.0363,0.694,113.94,4,kids
Secret Agent 23 Skidoo,Make Believers,Space Cadet,7,214506,0,0.817,0.765,5,-5.872,1,0.227,0.48,0,0.143,0.813,104.152,4,kids
Kidsounds,Number Songs,There Were Ten in the Bed,16,168533,0,0.816,0.637,0,-7.992,1,0.0372,0.223,2.2e-05,0.159,0.815,149.917,4,kids
Secret Agent 23 Skidoo,The Perfect Quirk,You’re It,9,154533,0,0.692,0.831,8,-7.246,1,0.374,0.239,0,0.357,0.798,100.044,4,kids
Babyboomboom,English and Spanish,The Wheels On the Bus (Las Ruedas En El Autobús),23,177000,0,0.802,0.153,7,-18.05,1,0.532,0.761,0,0.107,0.96,159.903,4,kids
Hip Hop Harry,"Hip Hop Harry, Vol. 3",Brush Your Teeth,8,44359,0,0.915,0.919,1,-5.25,1,0.493,0.00794,0,0.151,0.764,105.009,4,kids
The Palace Singers,Nursey Rhymes For A Little Prince,The Wheels On The Bus,19,173613,0,0.857,0.312,4,-12.437,1,0.0611,0.179,0.0307,0.102,0.92,132.991,4,kids
Koo Koo Kanga Roo,The Everlasting Slumber Party,Cody the Coyote,9,154000,0,0.731,0.518,7,-12.156,1,0.232,0.322,2.18e-05,0.0375,0.721,137.009,4,kids
Babyboomboom,English and French,This Little Piggy (Ce Petit Cochon),8,48000,0,0.816,0.188,5,-15.239,1,0.915,0.854,0,0.276,0.526,125.433,1,kids
Secret Agent 23 Skidoo;Asheville Symphony;Orion Weiss;Marley Carroll,Mozartistic,Mozartistic (feat. Orion Weiss & Marley Carroll),9,190146,0,0.782,0.874,7,-7.458,1,0.169,0.163,0,0.155,0.731,102.955,4,kids
Dora The Explorer,Dora's Christmas,Nochebuena,8,93493,0,0.738,0.723,11,-2.825,1,0.0571,0.642,0.00353,0.106,0.96,130.305,5,kids
The Nursery Rhymes Superstar,Nursery Rhymes,Happy Birthday to You,8,87000,0,0.843,0.0743,5,-15.641,1,0.045,0.961,0,0.113,0.659,105.964,3,kids
Koo Koo Kanga Roo,Celebrate This!,Please Come to My Christmas Party,8,192000,0,0.659,0.846,9,-6.236,1,0.223,0.0173,0,0.066,0.886,159.877,4,kids
The Kiddie Katz,Whisker Haven Tales with Palace Pets Theme Song,Whisker Haven Tales with Palace Pets Theme Song,28,55847,0,0.709,0.669,3,-8.605,1,0.0333,0.204,0,0.109,0.953,94.019,4,kids
Dora The Explorer,Dora The Explorer World Adventure,Medley,7,209733,0,0.666,0.737,7,-4.145,1,0.294,0.145,0,0.119,0.677,140.066,4,kids
?,Dora The Explorer,"Backpack, Backpack!",8,24266,0,0.903,0.394,2,-8.018,1,0.104,0.0047,0,0.083,0.543,109.974,4,kids
That Girl Lay Lay;Zuri,Lit (Remix),Lit - Remix,8,189178,0,0.906,0.505,10,-10.449,0,0.315,0.281,0,0.0955,0.6,146.038,4,kids
Babyboomboom,English and French,The Mulberry Bush (Le Gros Murier),7,105200,0,0.849,0.153,7,-17.555,1,0.208,0.77,0,0.0937,0.96,104.721,4,kids
Hip Hop Harry,"Hip Hop Harry, Vol. 3",Can't Have Rainbows,?,129416,0,0.949,0.681,10,-8.474,0,0.0753,0.0538,0,0.0771,0.937,105.004,4,kids
Dora The Explorer,Dora's Christmas,We Wish You a Merry Christmas,?,78640,0,0.74,0.681,0,-3.461,1,0.0265,0.544,0,0.0793,0.917,80.072,3,kids
Koo Koo Kanga Roo,Fast Casual,Bread Bowl,8,147200,0,0.731,0.636,2,-12.984,1,0.0476,0.0731,0.00101,0.0519,0.946,150.059,4,kids
Babyboomboom,English and French,London Bridge (Le Pont De Londres),7,177000,0,0.827,0.158,7,-16.341,1,0.442,0.768,0,0.127,0.844,159.843,4,kids
Babyboomboom,English and French,If You're Happy and You Know It (Si Tu Es Content),7,96813,0,0.865,0.174,0,-16.536,1,0.875,0.361,0,0.115,0.822,129.041,4,kids
The Kiddie Katz,Tv Toons 2: Favorite Children Tv Show Themes,Shimmer and Shine Theme,29,44828,0,0.771,0.763,1,-8.255,0,0.0481,0.556,3.69e-05,0.29,0.281,118.948,4,kids
That Girl Lay Lay;Tha Slay Gang,All Tha Way Lit Up,Woahdy Wop,9,190480,0,0.961,0.604,7,-6.256,1,0.198,0.0536,0,0.0786,0.417,126.986,4,kids
Dora The Explorer,Dora The Explorer World Adventure,De Colores,8,209306,0,0.698,0.809,0,-4.447,1,0.0775,0.0116,3.08e-05,0.264,0.872,138.011,4,kids
Mark D. Pencil,Fun Exercise Songs!,Stand in Place and Move,8,182920,0,0.768,0.784,6,-7.974,0,0.234,0.0434,0.0902,0.367,0.124,134.976,4,kids
Top of the Bus,Christmas Classics with Top of the Bus,The Little Drummer Boy,8,139436,0,0.431,0.623,10,-6.664,1,0.0304,0.563,0.0264,0.299,0.296,142.329,4,kids
That Girl Lay Lay;Lil Duval,Tha Cheat Code Reloaded,Lit (feat. Lil Duval),?,208666,0,0.838,0.649,1,-6.639,1,0.335,0.139,0,0.153,0.454,120.032,4,kids
Kids Rock Kidz,Kids Rock Party - Sung by Kids for Kids (Clean Lyrics),Starships - Clean Lyrics,30,192640,0,0.651,0.495,11,-7.056,0,0.038,0.00389,0,0.529,0.771,125.042,4,kids
Koo Koo Kanga Roo,Critters,Giraffes Addicted to Pizza,8,60000,0,0.598,0.705,0,-7.052,1,0.156,0.00923,6.28e-06,0.172,0.465,185.263,4,kids
Top of the Bus,30 Songs for Children - Favourite Classics and Future Hits,The Pirate Song (When I Was One),9,118344,0,0.599,0.913,10,-3.827,1,0.195,0.232,0,0.0645,0.968,145.13,4,kids
That Girl Lay Lay;Tha Slay Gang,All Tha Way Lit Up,Macy's Day Parade,8,89200,0,0.85,0.642,1,-6.665,1,0.367,0.000378,0,0.2,0.52,166.022,4,kids
Mark D. Pencil,Fun Exercise Songs!,Following Directions With Exercise,?,121653,0,0.934,0.605,10,-8.324,0,0.281,0.00577,0.0182,0.0837,0.673,94.972,4,kids
Mark D. Pencil,Learning with Hiphop: Multiplication & Skip Counting,Numbers Help Me Count to 100 Rap!,7,148666,0,0.813,0.712,4,-5.104,0,0.281,0.0462,0,0.0433,0.587,179.948,4,kids
Top of the Bus,"Our Children's Favourite Music - Kids Songs, Vol. 1","1,2,3,4,5 (Once I Caught a Fish Alive)",7,78315,0,0.572,0.696,2,-6.394,1,0.0403,0.868,0,0.107,0.963,185.104,4,kids
Mark D. Pencil,"Learning With Hip Hop (Today's Music Paired With Educational Lessons For Classrooms And Homes, Ages Pre-K - 5th)",Days Of The Week,?,94440,0,0.701,0.63,2,-6.164,1,0.0529,0.217,0.000178,0.246,0.822,137.031,4,kids
Top of the Bus,"Our Children's Favourite Music - Kids Songs, Vol. 1",ABC (The Alphabet Song - Uk Version),8,89479,0,0.525,0.284,3,-10.661,1,0.0328,0.945,0.00107,0.116,0.566,114.313,4,kids
Top of the Bus,"Our Children's Favourite Music - Kids Songs, Vol. 1",Zoom Zoom Zoom We're Going to the Moon,7,89777,0,0.648,0.738,11,-5.292,1,0.0565,0.465,0.000277,0.206,0.435,135.026,4,kids
Top of the Bus,"Our Children's Favourite Music - Kids Songs, Vol. 1",This Little Piggy Went to Market,9,99955,0,0.421,0.403,0,-7.45,1,0.0273,0.914,0,0.0899,0.508,107.256,4,kids
Secret Agent 23 Skidoo,The Figments of Polyglot: Mixtape 2,Jet Pack,22,163310,0,0.813,0.666,1,-10.692,1,0.326,0.444,0,0.0925,0.784,97.072,4,kids
Jack Hartmann,Super Fun Learning Songs,Dance and Freeze,20,122045,0,0.963,0.799,7,-4.127,1,0.106,0.326,0,0.247,0.729,119.992,4,kids
Mister Rhythm,Mister Rhythm's Picnic,Duckie Duckie,26,161426,0,0.809,0.0612,0,-13.544,1,0.0384,0.967,0,0.0954,0.771,95.938,4,kids
Dora The Explorer,Dora The Explorer,Swiper No Swiping!,15,46106,0,0.818,0.377,0,-9.846,0,0.321,0.725,1.83e-06,0.525,0.835,71.998,4,kids
Dora The Explorer,Dora The Explorer,Super Spies!,12,61760,0,0.648,0.838,2,-5.466,1,0.0684,0.000377,0.000982,0.232,0.686,111.003,4,kids
Dora The Explorer,Dora The Explorer,When You Grow Up What Will You Be?,13,84786,0,0.648,0.668,0,-5.333,1,0.0365,0.0617,0.00105,0.273,0.851,174.86,4,kids
The Jamborees,Bedtime Stories,Great Bear,9,65893,0,0.735,0.379,0,-14.658,0,0.953,0.699,0,0.194,0.549,83.236,5,kids
Babyboomboom,English and French,"Itzy Bitzy Spider (L'araignée Itzy, Bitzi)",20,81800,0,0.803,0.224,11,-15.625,1,0.0744,0.907,0,0.0967,0.56,116.374,3,kids
Jack Hartmann,"Bop, Pop & Hip-Hop for Early Learning",If You're Happy and You Know It,8,123146,0,0.886,0.771,4,-5.586,1,0.047,0.0913,0,0.35,0.903,105.104,4,kids
Jack Hartmann,Every 1 Counts,Days in the Month Rap,8,78373,0,0.905,0.847,5,-6.331,0,0.441,0.258,1.05e-06,0.0544,0.864,88.003,4,kids
Little Apple Band,The Favorite Songs Of Sesame Street,ELMO'S SONG,24,147879,0,0.654,0.568,0,-6.769,1,0.0287,0.569,1.51e-06,0.0949,0.767,105.858,4,kids
Jack Hartmann,Number Songs,Skip Count by 3's,8,123040,0,0.892,0.748,4,-6.347,1,0.122,0.0558,2.78e-06,0.0994,0.891,116.037,4,kids
Jack Hartmann,"Physical Education Songs, Vol. 1: Exercise & Dance",Animals in Action 1,8,193846,0,0.764,0.817,4,-4.748,1,0.031,0.45,0,0.0936,0.924,130.01,4,kids
Jack Hartmann,Music and Movement Across the Curriculum,Springtime Bunny Dance and Freeze,8,180010,0,0.957,0.756,7,-7.842,1,0.184,0.0832,0.000344,0.0418,0.592,120.119,4,kids
The Jamborees,Bedtime Stories,Rain Games,8,79720,0,0.909,0.169,0,-11.521,1,0.105,0.927,0,0.15,0.907,120.235,4,kids
Babyboomboom,English and Spanish,If You're Happy and You Know It (Si Te Sientes Contento),22,94960,0,0.833,0.192,5,-17.423,1,0.929,0.39,0,0.0832,0.821,129.537,4,kids
Little Apple Band,"Baby Shower Party Music: 30 Favorite Children's Songs for the Family Like Elmo's Song, Sesame Street Theme Song, Star Wars Disco, The Muppet Show, + More!",I Like to Eat Apples and Bananas,17,108520,0,0.542,0.246,4,-15.471,1,0.0709,0.522,0.000114,0.0623,0.72,76.237,4,kids
The Jamborees,Bedtime Stories,Wide Awake,9,110106,0,0.78,0.313,8,-14.179,1,0.931,0.861,0,0.208,0.43,34.262,3,kids
Jack Hartmann,Alphabet Songs,What Letter Is It,9,264438,0,0.931,0.687,10,-6.521,1,0.0442,0.0121,0.000738,0.163,0.954,117.98,4,kids
Have Fun Teaching,Counting Songs,Counting by Fours Song,7,151680,0,0.794,0.565,9,-14.536,0,0.0581,0.13,0,0.155,0.45,125.073,4,kids
Little Apple Band,The Favorite Songs Of Sesame Street,"""C"" IS FOR COOKIE",32,84305,0,0.553,0.812,3,-5.542,1,0.0558,0.132,9.92e-06,0.0794,0.871,118.368,4,kids
Little Apple Band,The Favorite Songs Of Sesame Street,PEOPLE IN YOUR NEIGHBORHOOD,22,136225,0,0.763,0.519,0,-7.812,1,0.0504,0.813,0,0.214,0.754,126.943,4,kids
Have Fun Teaching,Counting Songs,Counting by Fives Song,9,181000,0,0.883,0.55,0,-11.086,1,0.0947,0.0633,0,0.321,0.628,119.97,4,kids
Little Apple Band,Kids Clubhouse Favorites - The Mickey Collection,Mickey Mouse Clubhouse Theme,28,57862,0,0.694,0.89,2,-8.344,1,0.222,0.3,0,0.0656,0.429,95.89,4,kids
Have Fun Teaching,Alphabet Songs,Letter Q Song,8,210226,0,0.975,0.643,2,-5.469,1,0.0702,0.12,2.65e-06,0.0952,0.705,129.972,4,kids
Little Apple Band,Kids Clubhouse Favorites - The Mickey Collection,Hot Dog!,8,148389,0,0.889,0.566,7,-8.539,1,0.13,0.553,0.0015,0.114,0.918,92.055,4,kids
Have Fun Teaching,Alphabet Songs,Letter Y Song,8,215066,0,0.968,0.624,9,-5.098,1,0.0774,0.0174,0.000559,0.0439,0.962,126.995,4,kids
Have Fun Teaching,Alphabet Songs,Letter V Song,8,219480,0,0.959,0.536,2,-5.009,1,0.183,0.0788,0,0.165,0.917,128.018,4,kids
The Jamborees,The Wheels On the Bus,Hot Cross Buns,9,65266,0,0.735,0.584,7,-11.988,1,0.0374,0.43,0,0.0945,0.914,109.913,4,kids
The Jamborees,The Wheels On the Bus,Here We Go Round the Mulberry Bush,8,133693,0,0.818,0.489,8,-14.19,1,0.0619,0.516,0,0.314,0.824,119.879,4,kids
Jack Hartmann,This Little Light of Mine,Move It to the Sounds 1,9,192027,0,0.872,0.496,1,-8.321,0,0.0966,0.44,0.00203,0.0271,0.664,129.99,4,kids
Little Apple Band,Kids Clubhouse Favorites - The Mickey Collection,Rock N' Ride N' Rally,9,89943,0,0.806,0.704,0,-8,1,0.221,0.494,0,0.0965,0.969,160.104,4,kids
Little Apple Band,The Favorite Songs Of Sesame Street,SESAME STREET THEME (REMIX),9,90798,0,0.644,0.632,0,-7.655,1,0.041,0.143,0,0.395,0.817,131.145,4,kids
The Jamborees,50 Playtime Songs & Rhymes,"With My Foot I Tap, Tap, Tap",8,89960,0,0.876,0.312,10,-10.724,1,0.0443,0.284,0,0.0798,0.944,140.104,4,kids
The Jamborees,Bedtime Stories,Peas On Toast,8,95746,?,0.795,0.217,0,-12.557,1,0.0604,0.93,0,0.169,0.871,130.399,4,kids
John Archambault and David Plummer,Chicka Chicka Boom Boom Series Volume Two - Dance and Sing With John & David,Boom Chicka Rock,8,407026,0,0.756,0.288,7,-11.571,0,0.0399,0.681,1.89e-05,0.113,0.364,120.032,4,kids
The Jamborees,The Wheels On the Bus,"One Finger, One Thumb",9,92466,0,0.851,0.515,4,-12.249,1,0.0537,0.388,0,0.0532,0.875,108.851,4,kids
Jack Hartmann,"Kindergarten Songs (Greatest Hits, Vol. 1)",A B C Disco,7,81546,0,0.932,0.705,0,-6.841,1,0.0657,0.288,0,0.544,0.949,120.073,3,kids
Little Apple Band,Sesame Street and Friends,Do De Rubber Duck,9,175105,0,0.878,0.457,0,-10.416,1,0.137,0.191,0,0.0436,0.815,76.514,4,kids
Cooltime Kids,Kids Back to School,London Bridge Is Falling Down,9,104626,0,0.949,0.709,10,-8.768,1,0.0325,0.317,0,0.0738,0.977,100.032,4,kids
Little Apple Band,Kids Rockin' TV Show Themes,Fraggle Rock Theme,8,198985,0,0.85,0.443,0,-8.698,1,0.163,0.536,0.000399,0.0884,0.723,115.086,4,kids
Little Apple Band,Sesame Street and Friends,1-2-3 Sesame Street,7,132960,0,0.803,0.546,3,-10.258,1,0.0321,0.0197,0.0535,0.064,0.764,114.955,4,kids
Cooltime Kids,Kids Christmas Favorites,Jingle Bell Rock,9,130240,0,0.87,0.572,3,-4.671,1,0.0389,0.687,0,0.091,0.698,122.92,4,kids
Cooltime Kids,Sunny Songs,You've Got A Friend In Me,7,153733,0,0.737,0.217,3,-11.683,1,0.0313,0.77,0.000162,0.115,0.291,111.444,4,kids
John Archambault and David Plummer,Chicka Chicka Boom Boom Series Volume One - Old School Classics,I Love the Mountains,?,130253,0,0.556,0.284,2,-14.224,1,0.0377,0.967,2.13e-05,0.34,0.35,94.444,4,kids
The Jamborees,Fun Songs to Sing - The Ultimate Kids Collection,The Kangaroo Song,9,92586,0,0.924,0.54,9,-11.136,1,0.034,0.336,0,0.3,0.985,113.946,4,kids
Little Apple Band,Sesame Street and Friends,"""C"" is for Cookie",8,86675,0,0.664,0.611,3,-8.687,1,0.0886,0.12,0,0.0408,0.758,118.443,4,kids
Choo Choo Soul;Genevieve Goings,Disney Music Block Party,Can You Feel The Love Tonight,9,182466,0,0.463,0.555,0,-6.709,1,0.0648,0.511,1.13e-06,0.372,0.5,84.482,4,kids
Cooltime Kids,Halloween Music for Kids,Werewolves Of London,9,210106,?,0.63,0.758,7,-7.344,1,0.0256,0.00613,1.08e-05,0.299,0.918,104.257,4,kids
Mark D. Pencil,"Learning With Hip Hop (Today's Music Paired With Educational Lessons For Classrooms And Homes, Ages Pre-K - 5th)",The Exercise Game #3,9,347746,0,0.602,0.683,1,-9.096,1,0.196,0.019,0.285,0.0535,0.148,123.494,4,kids
Josh Groban,Closer (Special Edition),You Raise Me Up,61,292333,0,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086,4,opera
Andrea Bocelli;Chris Botti,Coffee Break,When I Fall In Love,26,281558,0,0.327,0.279,8,-10.318,1,0.0291,0.928,0.000144,0.12,0.15,69.66,5,opera
Josh Groban;London Symphony Orchestra,Cuddle Up Christmas,White Christmas,1,236800,0,0.235,0.27,3,-12.354,1,0.0353,0.915,0.0106,0.0956,0.0588,114.156,3,opera
Andrea Bocelli,En la nada,El Abeto,0,257680,0,0.358,0.233,5,-10.632,1,0.0305,0.884,2.8e-06,0.0838,0.167,82.938,3,opera
Andrea Bocelli,La navidad es todo aquello que nos hace recordar...,Santa Claus llegò a la ciudad,0,214151,0,0.347,0.499,10,-7.596,1,0.0344,0.756,0,0.183,0.345,133.872,4,opera
Andrea Bocelli;Reba McEntire,Holidays Are Coming,Blue Christmas,0,256880,0,0.168,0.306,5,-9.298,1,0.0331,0.828,3.92e-06,0.0969,0.131,77.89,4,opera
Andrea Bocelli,Ya huele a buñuelos,Santa Claus llegò a la ciudad,0,214151,0,0.347,0.499,10,-7.596,1,0.0344,0.756,0,0.183,0.345,133.872,4,opera
Giacomo Puccini;Arioso Quartett Wien,Encores,Crisantemi,0,342893,0,0.15,0.106,6,-18.592,0,0.0426,0.842,0.835,0.111,0.0553,83.844,1,opera
Josh Groban;Brian McKnight;London Symphony Orchestra,Merry Christmas,Angels We Have Heard On High,1,210933,0,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
Andrea Bocelli;Reba McEntire,World's Best Christmas Playlist,Blue Christmas,0,256880,0,0.168,0.306,5,-9.298,1,0.0331,0.828,3.92e-06,0.0969,0.131,77.89,4,opera
Andrea Bocelli;Giorgia,90's Music Grandi Successi,Vivo per lei,0,265584,0,0.533,0.456,2,-6.394,1,0.0265,0.701,0,0.18,0.278,136.115,4,opera
Andrea Bocelli;Reba McEntire,pov: you hear the bells jingle,Blue Christmas,0,256880,0,0.168,0.306,5,-9.298,1,0.0331,0.828,3.92e-06,0.0969,0.131,77.89,4,opera
Philharmonia Orchestra;Charles Dutoit,Happy Haunted Halloween Tunes,"Danse macabre, Op. 40",0,422826,0,0.334,0.187,7,-20.906,0,0.0415,0.884,0.797,0.105,0.0836,112.135,4,opera
Josh Groban;Brian McKnight;London Symphony Orchestra,Christmas Time,Angels We Have Heard On High,0,210933,0,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
Josh Groban;Brian McKnight;London Symphony Orchestra,Christmas Music - Holiday Hits,Angels We Have Heard On High,0,210933,0,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
Luciano Pavarotti;National Philharmonic Orchestra;Kurt Herbert Adler,Christmas Dinner,"Ave Maria, D. 839 (Arr. Gamley)",0,288346,0,0.214,0.328,10,-13.545,1,0.0377,0.945,8.92e-05,0.105,0.114,89.521,4,opera
Josh Groban;Brian McKnight;London Symphony Orchestra,Perfect Christmas Hits,Angels We Have Heard On High,0,210933,0,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Che più s'indugia,0,81405,0,0.318,0.318,5,-6.224,1,0.0346,0.929,6.5e-05,0.201,0.216,96.803,4,opera
Nightwish,Spooky Scary Season,The Phantom Of The Opera,1,248240,0,0.433,0.848,5,-6.92,0,0.0496,6.53e-06,0.0316,0.0982,0.324,131.9,4,opera
Il Volo,Weihnachtslieder 2022,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,0,0.427,0.587,2,-5.527,1,0.033,0.642,0,0.315,0.579,130.144,4,opera
Josh Groban;Brian McKnight;London Symphony Orchestra,Holly Jolly Christmas,Angels We Have Heard On High,0,210933,0,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
Giacomo Puccini;Renée Fleming;English Chamber Orchestra;Jeffrey Tate,Silvia Colloca - Sing Like An Italian,"La rondine, SC 83: Chi il bel sogno di Doretta",1,223314,0,0.234,0.136,5,-18.882,1,0.0458,0.97,0.281,0.108,0.0374,85.418,4,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Mentre gonfiarsi l'anima,0,155788,0,0.232,0.246,5,-12.142,1,0.0366,0.976,0.902,0.13,0.183,103.736,3,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Oltre a quel limite t'attendo,0,113659,0,0.287,0.482,9,-9.074,0,0.0391,0.909,0.3,0.181,0.399,122.567,3,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Santo di patria... Allor che i forti corrono,0,216129,0,0.149,0.553,10,-6.576,1,0.0412,0.906,0.719,0.637,0.369,178.113,1,opera
Il Volo,Christmas Songs 2022,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,0,0.427,0.587,2,-5.527,1,0.033,0.642,0,0.315,0.579,130.144,4,opera
Il Volo,Christmas Classics,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,0,0.427,0.587,2,-5.527,1,0.033,0.642,0,0.315,0.579,130.144,4,opera
Il Volo,Christmas Dinner 2022,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,0,0.427,0.587,2,-5.527,1,0.033,0.642,0,0.315,0.579,130.144,4,opera
Il Volo,Christmas 2022,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,0,0.427,0.587,2,-5.527,1,0.033,0.642,0,0.315,0.579,130.144,4,opera
Giacomo Puccini;Luciano Pavarotti;Mirella Freni;Berliner Philharmoniker;Herbert von Karajan,Silvia Colloca - Sing Like An Italian,"La bohème, SC 67: O soave fanciulla",0,257732,0,0.212,0.106,7,-20.938,1,0.0433,0.969,0.0376,0.0937,0.0398,83.746,4,opera
Il Volo,Rock Christmas 2022 - The Very Best Of,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,0,0.427,0.587,2,-5.527,1,0.033,0.642,0,0.315,0.579,130.144,4,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Te sol quest'anima,0,225265,0,0.198,0.503,1,-6.376,1,0.0336,0.971,0.783,0.127,0.147,91.442,4,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Che non avrebbe il misero,0,162381,?,0.229,0.45,10,-8.16,1,0.0374,0.969,0.383,0.106,0.139,114.808,4,opera
Il Volo,Jingle Bell Rock 2022,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,0,0.427,0.587,2,-5.527,1,0.033,0.642,0,0.315,0.579,130.144,4,opera
Il Volo,Rockin' Around The Christmas Tree 2022,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,0,0.427,0.587,2,-5.527,1,0.033,0.642,0,0.315,0.579,130.144,4,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,"Vespri Siciliani - Mercé, dilette amiche",0,214455,0,0.336,0.485,8,-11.719,1,0.052,0.949,0.937,0.844,0.546,125.921,3,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 2 LE NOVITÀ,Attila - Tardo per gli anni e tremulo,0,160176,0,0.16,0.465,5,-8.577,1,0.0337,0.939,0.229,0.383,0.14,84.69,4,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 1 I CLASSICI,"Forza del destino - Madre, pietosa Vergine",0,371264,0,0.18,0.351,10,-10.22,1,0.0343,0.988,0.866,0.137,0.0606,101.159,4,opera
Giuseppe Verdi;Vincenzo Ciliberti,CD 1 I CLASSICI,Forza del destino - Pace mio Dio e Finale,0,482636,0,0.256,0.516,10,-9.279,1,0.0449,0.988,0.921,0.746,0.193,75.54,4,opera
Georges Bizet;Francesco Verzillo;Danilo Dellepiane,"Chrétien, Cohen, Rousseau, Berlioz, Barthe, Thomas, Demersseman, Verzillo, Bizer: Le trombone romantique dans la France du XIXe siècle","Carmen: ""Habanera""",0,182093,0,0.572,0.0144,7,-23.133,1,0.0576,0.995,0.969,0.109,0.536,123.784,4,opera
Richard Wagner;Otto Klemperer,The Concertgebouw Orchestra (Volume 14),Richard Wagner / Die Meistersinger von Nürnberg - Overture,0,618160,0,0.217,0.272,0,-17.207,1,0.0365,0.957,0.965,0.617,0.194,96.399,4,opera
Jean-Philippe Rameau;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Suite in E Minor, RCT 2: V. Le rappel des oiseaux (Live in Japan, 2022)",0,174600,0,0.307,0.0532,4,-31.453,0,0.0403,0.995,0.898,0.11,0.514,80.306,4,opera
